"lat","long","date","waterbody","reach_length(m)","avg_reach_width(m)","method","EBT<140mm","potentially_stocked_EBT","BT<140mm","potentially_stocked_BT","RT<140mm","potentially_s
tocked_RT","Location_Description","Habitat_Comment"
42.55507,-72.81021,"9/14/2012","Upper Branch",293,10,"Backpack Shocking",5,1,0,0,0,0,"off Apple Valley Rd, 800ft W of Smith Rd","Surprisingly very few fish! Not sure what is going on. Sample located in more of ledge sectin. Has deep pools but not much cover in the pools. Pools have a ton of post-Irene sand in it. Some cover is still available. Hemlock, birch & maple riparian area. Substrate composed of sand, ledge, cobble & boulder. Site locaed ~20m upstream from first bridge."
42.1359,-70.70945,"7/16/2012","Littles Creek",246,8,"Backpack Shocking",0,3,0,0,0,0,"DS of Summer St",""
42.71567,-73.0792,"8/29/2012","Hoosic River (N.B.)",NA,8,"Backpack Shocking",6,0,5,5,0,0,"Upstream of Cross Rd, parallel to Rt 8","1st year after TS Irene. Upstream of site on river right major bank failure w/ entire loss of riparian trees. W/in control site riprap was redone & sligthly extended in length. Stream is slightly turbid compared to the other 2 samples & lot less algae growth. Substrate mainly boulder, gravel, sand & cobble w/ some silt. Riparian area composed of maple, white pine, oak, cotton wood. 3 backpacks used."
42.71465,-73.08421,"8/27/2012","Hoosic River (N.B.)",NA,0,"Backpack Shocking",2,0,11,1,0,1,"Off Rt 8 adjacent to Cascade School Supplies. Downstream of dam site.","Very low water year. First sample post-Irene. 3 backpacks used. Lots of algae in strem. Riprap now present on river left for 2/3 of the site. Riprap side now devoid of trees. Riprap does not match native rock composition in stream. Riparian composed of Willow, maple, oak & ash. Substrate of boulders, cobble, sand & gravel"
42.600055,-72.77943,"9/11/2012","Clesson Brook",NA,0,"Backpack Shocking",0,0,0,0,5,3,"off Rt 112 downstream @ Athertons Farm, 1/2mi N of Upper st","Repeat of 2004 survey after Irene. Tons of fish! Stream channel has shifted to river right. One large root wad in site. Site located between Athertons Farm stand & next bridge heading north. Grassy pulloff. Substrate of sand, cobble, & boulder. Very large cobble/boulder bar in site. Not much riparian shading."
42.5637,-73.17978,"10/6/2012","Thunder Brook",100,12,"Backpack Shocking",16,4,0,0,0,0,"Upstream reach, US of where dam was removed, off West Mt Rd","Survey conducted by E. Traister of Mass College of Liberal Arts, as part of their annual Thunder Br surveys. Zero mortality. Reach reflagged-downstream end is where dam was removed"
42.56435,-73.17493,"10/6/2012","Thunder Brook",100,12,"Backpack Shocking",24,4,0,0,0,0,"Culvert reach, downstream of culvert on dirt road, off West Mt Rd","Survey conducted by E. Traister of Mass College of Lib Arts, part of their annual Thunder Br surveys. Zero mortality"
42.56514,-73.18536,"10/6/2012","Thunder Brook",NA,0,"Backpack Shocking",30,1,0,0,0,0,"Reference reach, above culvert at West Mt Rd","Survey conducted by E. Traister of Mass College of Lib Arts, part of their annual Thunder Br surveys. Zero mortality."
42.56415,-73.17886,"10/9/2012","Thunder Brook",NA,0,"Backpack Shocking",20,2,0,0,0,0,"Downstream reach, immediately DS of dam's prior location, off West Mt Rd","Survey conducted by E. Traister of Mass College of Lib Arts, part of their annual Thunder Brook surveys. Zero mortality"
42.461,-72.95618,"7/16/2012","Powell Brook",3700,0,"Backpack Shocking",131,9,0,0,0,0,"Downstream of dam on Powell Rd","Started survey at flagged start point & worked up to dam face. Flow low for July due to lack of rainfall. Clear & cool water though. ~50-75% substrate exposed. Substrate boulders, bedrock, cobble, gravel w/ some sand. Woody debris in some spots, probably due to high flows during H. Irene. Shaded canopy. Moss-covered rocks. Lots of EBT, different age classes (n=140!)"
42.46172,-72.95674,"7/16/2012","Powell Brook",3700,0,"Backpack Shocking",118,3,0,0,0,0,"Upstream of dam on Powell Rd","Started at dam & worked up to flagged end point. Low flows for July due to lack of rain. 50-75% substrate exposed in areas. Some silt in pools. Pools above dam very silty. Substrate boulder, bedrock, gravel, cobble, some sand. Shaded canopy. Some small woody debris piles present on banks. More yoy at this site."
42.46483,-72.9623,"7/16/2012","Powell Brook",290,NA,"Backpack Shocking",61,14,0,0,0,0,"Upstream of Powell Rd xing, Reference site","Low to no flow! Stream goes to isolated pools at 40m (just US of large woody debris pile across stream), then dries up at 75m w/ 1 isolated pool near end point holding 1 small EBT. Isolated pools loaded w/ EBT (all yr classes) that have survived. Lack of rain is most likely cause. Fish stressed as a result. Mostly shaded canopy. Substrate boulder, cobble, gravel, mud & silt in pools at woody debris jam. Moss covered rocks. Flow moves subterrainean @ 40m. A few more isolated pools US of end point w/ fish. One dead EBT in 2nd to last pool shocked."
42.4199,-73.18843,"7/18/2012","Hathaway Brook",329,0,"Backpack Shocking",127,7,0,0,0,0,"Washington Mountain Rd, above top dam","Down fall trees just downstream of start point along rock wall on right bank. Erosion & bank stability to blame (from high flows?). Some dead trees suspended over brook w/ little woody debris in stream. Flow low, fills ~50% of channel. Habitat levels out half way thru reach, then turns to high gradient w/ steep pools & cascades. Substrate boulder, cobble, gravel & sand, very little silt. Note:seconds on backpack reset itself before they were recorded"
42.42113,-73.18514,"7/18/2012","Hathaway Brook",4000,0,"Backpack Shocking",63,4,0,0,0,0,"Washington Mountain Rd, between dam site","Started at end pont of downstream site. Ended at clearing of the former pond. Flow somewhat low for July, water clear & cool. Boulders, gravel, cobble, & sand. Shaded for most of reach. Woody debris/log jams present at start of reach (likely from Irene flows). Channel is split at start of reach then joins again after ~10m. Habitat is a series of cascades & drop pools. Not as many fish as downstream site. EBT only."
42.42184,-73.18581,"7/18/2012","Hathaway Brook",3810,0,"Backpack Shocking",103,14,0,0,0,0,"Below dam site, Washington Mountain Rd","Flow decent but low for July, considering we've had no real rain for weeks. Water clear & cool. Good shaded canopy. Substrate is boulders, gravel, cobble w/ sand in pools & slight siltation in pools closer to dam site.~50% of substrate exposed. Flow is good compared to other streams seen lately. The only woody debris present is on banks, probably from high flow events. More fish found than last year's survey at same site."
42.62884,-73.13277,"7/23/2012","Hoxie Brook",4000,0,"Backpack Shocking",130,6,0,0,0,0,"Reference site, Hoxie Brook Rd, enter through yard at end of cul de sac","Shaded canopy. Good flow for July, though we did have rain this morning. Water clear & cool. Good mix of habitat, pool riffle run. Substrate is boulder, bedrock, gravel, cobble, sand w/ very little if any sediment. Small trees suspended voer brook"
42.62453,-73.12414,"7/23/2012","Hoxie Brook",1000,0,"Backpack Shocking",96,23,0,0,0,0,"Upstream of dam site, downstream of Gilead Rd","Narrower & more high gradient than downstream site. Flow good for July, but we did have rain this AM. Water clear & cool. Mild sediment. Habitat mostly riffles, plunge pools & cascades. Boulder, cobble, gravel & sand substrate. Only last 10m of reach was shaded. Nearby resident said a ""posted-private' sign was put up at road xing ~2months ago, asked if it was done by the town. May need to look into that further. *Timer not working properly on shocker"
42.62438,-73.12411,"7/23/2012","Hoxie Brook",4000,0,"Backpack Shocking",166,3,0,0,0,0,"Downstream of dam site, downstream of Gilead Rd","Downed trees at start point. Substrate muddy & rocky, smells like sewage. Substrate more boulder, cobble, gravel & sand further up in reach. Most of reach shaded. Flow is good for July, but it did rain this AM. Clarity is good. Some woody debris for structure throughout the first 2/3 of reach."
42.49636,-73.11172,"7/26/2012","Weston Brook",850,0,"Backpack Shocking",32,0,0,0,0,0,"Upstream of Flintstone Rd, upstream of dam","Low flow for just but flow is better in this section than downstream. Lack of rain is to blame. Substrates-boulders, gravel, cobble, sand. Variety of habitat including small plunge pools. Would be more riffles if there were more water. Gets higher in gradient toward end of reach. At least 50+% substrate exposed. Low conductivity. Fish were thin & snakey again at this site."
42.49619,-73.11291,"7/26/2012","Weston Brook",1000,0,"Backpack Shocking",14,0,0,0,0,0,"Downstream of Flintstone Rd xing","No water at original start point, had to start upstream a little further. Low flows must have caused brook to run subterrainean. Low flows for July due to lack of rain. Lots of exposed substrate. Small standing pools at start. Water clear. Loose substrate, composed of boulders, gravel, cobble & sand. Very, very few fish! Due to lack of water? Conductivity is very low. No SC caught this year."
42.49622,-73.11209,"7/26/2012","Weston Brook",1000,0,"Backpack Shocking",43,15,0,0,0,0,"Upstream of Flintstone Rd, downstream of dam to culvert","Worked upstream from culvert to dam face. Flow is low for July, lack of rain. Flow better in this section than downstream of Flintstone Rd. Majority of fish caught in pool at foot of dam. Water level in pool is lower than last year's survey. EBT looked very thin & snakey, probably from holding over in dam pool. No SC caught this year."
42.57816,-72.977546,"8/23/2012","Chickley River",1000,0,"Backpack Shocking",113,16,1,1,0,0,"Upstream of 3rd bridge crossing Savoy Rd","89m downstream of 4th bridge. Downstream of UNT to Chickley & Brown Brook. Post-Irene. Partly cloudy. Boulder stream mixed w/ cobbles as dominent. Stream is wider than you would have imagined. Canopy is dominated hemlock, yellow birch, w/ some beech & maple. Substrate cobble, boulders, sand, silt. Cool & clear water. No bank sides in survey area. Very limited Irene impact. Tons of brookies!"
42.58582,-73.00433,"9/13/2012","Chickley River",1200,0,"Backpack Shocking",87,2,0,0,0,0,"Upstream of Chapel Rd in K. Debuque State Forest","Repeat following Irene. Looks like some had a lot of time on their hands, made 2 swimming holes in the site. Remnents of a definite high flow event w/ high debris line. Stream dominated by boulders & sand, some silte & cobbles. Site located in a hemlock ravine w/ a foot path on river left. More silt than one would expect. Site located 52m upstream of road."
42.59518,-72.93239,"9/17/2012","Chickley River",1000,0,"Backpack Shocking",3,0,1,2,0,0,"Downstream of Forge Hill Rd off Rt 8A","Downstream of Forge Hill Rd. least altered section due to outcropping of ledge. Rip-rapped side ~30ft on river right. Some nice deep pools in site caused by ledge outcroppings. One swimming hole in site ~10ft or so. Substrate composed of ledge, cobble & boulder. Canopy cover of yellow birch, ash, hemlock, maple"
42.61293,-72.9116,"9/17/2012","Chickley River",1000,0,"Backpack Shocking",1,0,2,0,0,0,"Along Rt 8A, .5mi North of Pudding Hollow Rd","2 backpack used. Through channelized section, riffle & run, highly exposed channel. Iron oxidized throughout. Banks, cobble & boulders. Solitary pockets of very small cover. Dominant species are dace"
42.59221,-72.93537,"9/17/2012","Chickley River",1000,0,"Backpack Shocking",1,0,4,0,1,0,"Rt 8A by Hawley DPW","Trenched almost entire reach. One small pool at end of reach knee deep. Low water. Quite a bit of silt. Missed some dace."
42.61913,-72.90823,"9/17/2012","Chickley River",1000,0,"Backpack Shocking",4,1,4,0,0,0,"Along Rt 8A by Charlemont town line","2 backpacks used. 1st 100' not channelized. Older riprap from previous bridge work. Last 230' obviously channelized by lg equipment. Cobble bottome, one med sized tree down in channel. Algae covering substrate. Some pocket water for hiding spots but overall very little in the way of instream cover or hiding spots. Mostly riffle/run."
42.49249,-73.10511,"10/18/2012","May Brook (1; UNT to Windsor Reservoir)",1000,0,"Backpack Shocking",19,2,0,0,0,0,"57m downstream of culvert, Control site.","Survey was conducted past leaf drop. More large wood habitat in site than in prev years. Substrate composed of cobble, boulder, sand & leaves. Not too many fish. 2 female EBT were post-spawn! Lots of bank scour on both sides of channel. Canopy cover of beech, maple, ash, yellow birch, poplar, cherry"
42.49349,-73.10383,"10/18/2012","May Brook (1; UNT to Windsor Reservoir)",1000,0,"Backpack Shocking",39,6,0,0,0,0,"Downstream of old dam US of Wahconah Falls Rd","Spawning central! Tons of post spawned females & large males. Lots of clean spawning gravel present. Some nice pools w/ hiding spaces"
42.49406,-73.10298,"10/18/2012","May Brook (1; UNT to Windsor Reservoir)",1000,0,"Backpack Shocking",52,3,0,0,0,0,"Above dam site, US of Wahconah Falls Rd","Post spawning female brook trout! Some spawning gravel in site. Not as much leave. Some nice pools. Substrate composed of cobble, sand, boulder, gravel & bedrock. Canopy cover comprised of hemlock, beech, maple, ash. Nice woody covered pools."
42.32866,-73.27225,"9/25/2012","LAUREL LAKE",NA,NA,"Gillnet",0,0,0,3,0,0,"Off Rt 20, 3 locations for net sets","Gillnet repeat of efforts from 6/22/12. Secchi disc reading 752cm. Set 1, 42.32866, 73.27225, set at 4:50pm pulled at 8:45pm. Set 2, 42.32448,
73.26557, set at 5:05pm pulled at 9pm. Set 3, 42.32607, 73.27662, set at 5:25pm pulled at 9:20pm."
42.56496,-73.17379,"8/9/2007","Kitchen Brook",1000,0,"Backpack Shocking",51,37,20,12,0,0,"Upstream of West Mountain Rd, started just US from culvert","DEP survey."
42.59664,-73.14771,"8/9/2007","Bassett Brook",1000,0,"Backpack Shocking",133,98,0,0,0,0,"Upstream from Fred Mason Rd","DEP survey. No human influence noticable other than snowmobiel trail. Well vegetated, no evidence of 4 wheelers. There is a dam at downstream/beginning of run sampled."
42.62852,-73.22487,"9/6/2007","East Branch Green River",1000,0,"Backpack Shocking",5,3,32,18,0,0,"From confluence with Green River upstream to first bridge","DEP survey."
42.62353,-73.10382,"9/6/2007","Miller Brook",1000,0,"Backpack Shocking",22,7,0,0,0,0,"At East Hoosac Rd & East Rd downstream corner","DEP survey."
42.58087,-70.7645,"9/27/2007","Cat Brook",1000,0,"Backpack Shocking",4,0,0,0,0,0,"Upstream from Lincoln St. DEP Station SM03","DEP survey. Not sure if the killifish was a mummichog. Sampling efficiency poor due to turbidity & stagnantion."
42.36768,-71.27073,"10/22/2007","Stony Brook (1)",NA,0,"Backpack Shocking",2,0,0,0,0,0,"Behind Mobile station, at Sibley St off Rt 20. Upstream of Stony Brook Reservoir between res & RR bridge just upstream","DEP survey. Riparian vegetation. Both upstream & downstream of railroad crossing was optimal. High flow & leaf litter. Good habtiat given location. Efficiency high. No fish observed that weren't collected."
42.38563,-71.80934,"8/29/2008","Quinapoxet River",NA,0,"Backpack Shocking",0,0,0,2,0,0,"River St at water quality sampling site, N off River rd ~2200ft E of I-190","DEP survey. Sampling efficiency poor due to deep fast moving water, 50% or less. Road on right bank entire reach. Boulders for stabilization (old)"
42.27111,-72.44997,"9/15/2008","Weston Brook",NA,0,"Backpack Shocking",2,11,0,0,0,0,"Downstream of Boardman Rd","DEP survey. Tessellated darter also observed, at least 2 seen. Efficiency poor due to high flows, dark water, deep wider section, wide shallow sections. Although some large trout, all appeared to be wild."
42.15753,-71.20895,"9/3/2009","Traphole Brook",NA,NA,"Backpack Shocking",32,25,3,8,0,0,"Above & below Coney St","DEP survey."
42.18708,-71.22325,"9/4/2009","Germany Brook",739,0,"Backpack Shocking",5,4,0,0,0,0,"Upstream of Westover Parkway, nearest Leyton Rd","DEP survey. Great fish habitat. Erosion channel on right bank is definitely a problem"
41.77572,-71.19872,"9/10/2009","Cole River",NA,0,"Backpack Shocking",0,1,0,2,0,0,"At Hortonvill Rd, upstream","DEP survey. Fairly low gradient reach. Heavy mosses & color made fish collection difficult. ~50% pickup. High color, moss, leaves affected pH. Darter caught yesterday by bug crew, sp. Not ID'd"
41.84238,-71.24302,"9/11/2009","East Branch Palmer River",NA,0,"Backpack Shocking",0,0,0,2,0,0,"Downstream of Rt 118 (south of Rt 44), DS of Moulton St","DEP survey. Very diverse fish habitat from moss to boulders to mixed banks. AE lengths are approx. 1 AE up to 36in observed. Numerous observed, not collected. Darters, numerous observed not collected. Very tough sampling conditions., ~50% pickup."
